OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,WindSpeed,SeaLevelPressure,HourlyPrecip
DCA,7,16,10,2,AA,DFW,9,30,0
ATL,7,11,12,4,FL,MEM,7,29,0
LAX,7,7,8,7,DL,OGG,6,29,0
JFK,7,4,16,4,B6,BOS,14,30,0
MCO,7,18,15,4,UA,IAD,10,30,0
STL,7,2,6,2,US,CLT,11,29,0
DTW,7,8,10,1,DL,BNA,8,30,0
LAX,7,31,6,3,UA,EWR,7,30,0
OKC,7,14,8,7,9E,DTW,5,30,0
MSP,7,7,21,7,DL,SJC,0,29,0
CLT,7,27,9,6,US,SJU,9,30,0
ATL,7,29,13,1,DL,RDU,7,30,0
LAS,7,18,11,4,WN,JAX,3,29,0
MDW,7,4,19,4,WN,MCI,11,30,0
MDW,7,29,20,1,WN,TPA,9,30,0
HNL,7,9,12,2,HA,OGG,15,30,0
BOS,7,13,9,6,US,CLT,8,30,0
TPA,7,14,23,7,B6,SJU,6,30,0
CLT,7,23,7,2,US,DCA,7,29,0
SJC,7,8,12,1,WN,BUR,6,29,0
IAH,7,9,10,2,US,CLT,5,30,0
HNL,7,25,20,4,HA,OGG,9,29,0
LAS,7,7,13,7,WN,DTW,8,29,0
ORD,7,19,11,5,9E,JFK,20,29,0
EWR,7,4,16,4,AA,DFW,15,30,0
ORD,7,31,8,3,UA,EWR,3,30,0
CLE,7,9,16,2,EV,BNA,8,29,0
IAH,7,23,7,2,UA,PIT,6,30,0
DAL,7,11,17,4,WN,MSY,22,29,0
SAN,7,10,17,3,VX,SFO,0,29,0
LAS,7,15,12,1,WN,SJC,16,29,0
SFO,7,13,13,6,VX,LAX,18,29,0
BOS,7,5,21,5,B6,FLL,14,30,0
HOU,7,2,17,2,WN,DAL,6,29,0
ORD,7,8,15,1,DL,MSP,14,29,0
ATL,7,27,5,6,US,CLT,0,29,0
ABQ,7,27,17,6,AA,DFW,15,29,0
BOS,7,23,17,2,UA,ORD,5,29,0
DTW,7,3,8,3,9E,OMA,5,30,0
ATL,7,30,8,2,DL,BUF,6,30,0
SJU,7,25,12,4,B6,TPA,18,30,0
HOU,7,31,21,3,WN,MDW,8,30,0
IAD,7,10,7,3,EV,ATL,6,29,0
SLC,7,18,11,4,DL,LAX,5,29,0
SLC,7,26,17,5,DL,BWI,9,29,0
DCA,7,14,8,7,FL,RSW,8,30,0
PHX,7,28,22,7,US,PDX,7,29,0
SAN,7,28,17,7,AS,SEA,7,29,0
SFO,7,6,9,6,AA,LAX,7,29,0
SAT,7,16,15,2,OO,SFO,13,29,0
IAD,7,12,11,5,WN,MDW,8,29,0
RNO,7,13,11,6,OO,SFO,6,29,0
SFO,7,27,17,6,AA,LAX,17,29,0
PHX,7,12,18,5,YV,SNA,6,29,0
DCA,7,18,9,4,B6,FLL,0,30,0
IAD,7,11,6,4,UA,ORD,5,29,0
CLE,7,19,18,5,EV,RIC,16,29,0
BNA,7,23,19,2,WN,EWR,3,29,0
MDW,7,10,21,3,WN,RDU,7,29,0
DAL,7,30,6,2,WN,STL,8,30,0
SAN,7,28,19,7,US,PHX,6,29,0
JAX,7,21,8,7,9E,DTW,7,30,0
ORD,7,15,13,1,MQ,CLE,9,30,0
MSP,7,2,18,2,WN,MKE,9,30,0
IAD,7,31,15,3,YV,ORF,7,30,0
DTW,7,18,8,4,DL,SAN,5,30,0
JFK,7,3,9,3,AA,SJU,7,30,0
CLT,7,11,11,4,US,RSW,5,29,0
LAX,7,9,6,2,WN,BNA,5,29,0
ORD,7,4,10,4,MQ,ABQ,3,30,0
ORF,7,2,16,2,9E,DTW,5,29,0
BNA,7,30,20,2,WN,CMH,5,29,0
MSP,7,30,9,2,9E,IND,8,30,0
LAX,7,15,13,1,UA,SFO,11,29,0
DCA,7,19,18,5,AA,DFW,11,29,0
ABQ,7,9,17,2,OO,IAH,28,29,0
PIT,7,16,19,2,DL,ATL,3,30,0
LAX,7,16,11,2,DL,DTW,9,29,0
IAH,7,8,8,1,EV,BNA,5,30,0
PHX,7,26,6,5,WN,ABQ,3,29,0
LAX,7,14,8,7,AA,DCA,0,29,0
DTW,7,1,20,1,DL,ATL,14,29,0
SAT,7,8,14,1,OO,ORD,9,30,0
SFO,7,18,7,4,VX,SEA,0,30,0
LAS,7,2,5,2,WN,DEN,11,29,0
SLC,7,19,17,5,DL,MSP,10,29,0
MSY,7,20,12,6,WN,BNA,0,30,0
MDW,7,24,8,3,WN,LAS,14,30,0
LAX,7,13,9,6,VX,EWR,7,29,0
MCO,7,26,6,5,US,PHL,0,29,0
ORD,7,6,13,6,UA,DCA,7,30,0
IAH,7,20,6,6,UA,LAX,0,29,0
ATL,7,30,21,2,FL,PBI,5,30,0
STL,7,5,17,5,DL,ATL,7,29,0
SFO,7,14,10,7,F9,DEN,15,30,0
ATL,7,9,11,2,DL,MIA,7,29,0
DCA,7,7,7,7,UA,IAH,5,30,0
MSP,7,15,17,1,DL,MEM,9,30,0
SEA,7,3,13,3,DL,DTW,9,30,0
LAS,7,9,23,2,UA,ORD,11,29,0
BWI,7,7,16,7,WN,BUF,11,29,0
MIA,7,11,6,4,AA,DFW,3,30,0
LAX,7,28,16,7,AA,ORD,13,29,0
MCO,7,16,11,2,DL,ATL,13,30,0
PHX,7,24,14,3,DL,DTW,9,29,0
MCO,7,20,17,6,US,PHL,9,30,0
MSP,7,24,15,3,DL,MCI,5,30,0
CLT,7,29,9,1,YV,CVG,8,30,0
TPA,7,13,14,6,WN,MSY,3,29,0
LAX,7,25,7,4,WN,STL,3,29,0
OGG,7,6,23,6,AS,SAN,7,30,0
ORD,7,15,21,1,YV,BUF,6,30,0
LAS,7,17,6,3,FL,ATL,9,29,0
PHX,7,12,7,5,AA,MIA,6,29,0
CLT,7,8,22,1,US,DTW,3,30,0
LAS,7,16,13,2,AA,DFW,17,29,0
OGG,7,9,23,2,AS,SAN,16,30,0
SAN,7,8,18,1,WN,SMF,7,29,0
SFO,7,3,20,3,UA,EWR,18,29,0
IAD,7,14,8,7,EV,DTW,3,29,0
OMA,7,24,19,3,DL,MSP,5,30,0
MIA,7,20,19,6,AA,JFK,3,30,0
PIT,7,10,8,3,EV,ORD,8,29,0
IAD,7,14,21,7,UA,SFO,5,30,0
CLT,7,1,22,1,YV,CLE,13,29,0
MDW,7,23,14,2,WN,STL,13,29,0
PIT,7,6,17,6,US,PHX,7,30,0
PHX,7,25,12,4,US,MSP,6,29,0
PHX,7,25,6,4,DL,ATL,9,29,0
MCO,7,12,7,5,B6,BOS,3,29,0
LAS,7,3,22,3,WN,SFO,17,29,0
ATL,7,11,19,4,US,CLT,7,29,0
PIT,7,23,14,2,EV,EWR,10,29,0
CLT,7,6,20,6,US,BOS,18,30,0
BWI,7,28,13,7,WN,MDW,6,29,0
OKC,7,13,5,6,OO,IAH,9,29,0
BWI,7,26,18,5,WN,BNA,7,30,0
PHL,7,6,6,6,UA,ORD,9,30,0
SFO,7,18,7,4,OO,LAX,0,30,0
BUR,7,15,20,1,WN,OAK,11,29,0
BOS,7,31,17,3,DL,SLC,13,30,0
SMF,7,30,13,2,WN,ONT,3,30,0
HOU,7,18,12,4,WN,DAL,7,30,0
PHX,7,23,10,2,DL,ATL,8,29,0
IAH,7,8,15,1,UA,ANC,3,30,0
LGA,7,4,13,4,AA,ORD,13,30,0
JFK,7,5,20,5,B6,ABQ,11,30,0
SAN,7,2,8,2,UA,SFO,6,29,0
BOS,7,28,6,7,B6,PHL,5,29,0
MIA,7,15,11,1,AA,DCA,3,29,0
ABQ,7,1,20,1,OO,LAX,24,29,0
SFO,7,14,7,7,VX,BOS,9,29,0
EWR,7,17,15,3,AA,DFW,5,30,0
SAT,7,21,13,7,WN,DAL,7,29,0
ATL,7,2,19,2,WN,BWI,8,30,0
JFK,7,1,8,1,DL,SAN,7,29,0
LAX,7,22,7,1,OO,SAN,3,29,0
ORD,7,24,8,3,AS,SEA,10,30,0
DTW,7,16,10,2,EV,EWR,6,30,0
LAS,7,6,6,6,F9,DEN,15,29,0
JFK,7,12,21,5,DL,LAX,14,30,0
LAS,7,23,12,2,WN,TUS,0,29,0
ORD,7,19,9,5,UA,PHX,14,29,0
MKE,7,20,5,6,OO,IAH,7,29,0
BNA,7,15,15,1,AA,DFW,10,30,0
JAX,7,13,6,6,MQ,MIA,0,29,0
RSW,7,13,14,6,FL,CMH,6,29,0
OKC,7,12,12,5,EV,IAH,9,29,0
LAX,7,30,16,2,WN,SFO,16,30,0
SJC,7,15,20,1,WN,BUR,9,29,0
CLT,7,13,8,6,EV,EWR,8,30,0
ATL,7,7,8,7,WN,SDF,5,29,0
LAX,7,27,14,6,OO,SAN,13,29,0
SEA,7,6,15,6,WN,ABQ,8,29,0
SJU,7,18,18,4,B6,FLL,3,30,0
EWR,7,25,12,4,WN,DEN,15,30,0
ORD,7,12,8,5,EV,SDF,0,30,0
MDW,7,3,18,3,WN,DEN,3,29,0
LAX,7,7,12,7,OO,PDX,14,29,0
CLT,7,22,11,1,MQ,LGA,6,29,0
RIC,7,10,16,3,9E,DTW,13,29,0
LGA,7,24,13,3,FL,ATL,9,29,0
PHX,7,6,10,6,OO,LAX,6,29,0
PHL,7,4,7,4,US,LAX,8,29,0
SNA,7,5,18,5,WN,DEN,9,29,0
LAS,7,23,8,2,UA,SFO,0,29,0
LAS,7,14,20,7,WN,BUR,5,29,0
IAD,7,14,6,7,WN,DEN,3,29,0
PDX,7,26,22,5,US,CLT,7,30,0
SNA,7,5,12,5,US,PHX,11,29,0
SFO,7,13,8,6,AA,ORD,3,29,0
MCO,7,8,22,1,B6,SJU,3,30,0
HOU,7,26,9,5,WN,DAL,13,29,0
SLC,7,2,16,2,F9,DEN,13,29,0
BWI,7,12,8,5,WN,AUS,9,29,0
ATL,7,10,11,3,MQ,LGA,3,30,0
PHL,7,16,10,2,DL,ATL,13,30,0
STL,7,9,10,2,9E,JFK,10,30,0
RDU,7,24,18,3,EV,LGA,0,29,0
ORD,7,22,9,1,AS,ANC,5,29,0
ORD,7,9,10,2,EV,PIT,9,29,0
PHX,7,19,12,5,YV,SAT,8,29,0
PHX,7,22,9,1,WN,EWR,0,29,0
SEA,7,28,8,7,AS,ORD,8,30,0
JFK,7,20,9,6,B6,LAS,20,29,0
HOU,7,9,14,2,WN,SAT,15,29,0
IAH,7,31,7,3,UA,SEA,0,30,0
OAK,7,22,6,1,WN,PDX,6,29,0
CLT,7,14,8,7,EV,IAH,15,29,0
SAN,7,11,20,4,OO,LAX,5,29,0
PHL,7,14,11,7,9E,CVG,7,30,0
CLT,7,1,9,1,US,IND,7,29,0
ATL,7,17,8,3,DL,SEA,6,30,0
ATL,7,12,16,5,DL,PHX,6,29,0
IAH,7,18,10,4,EV,BNA,8,30,0
PHX,7,8,12,1,OO,TUS,7,29,0
SEA,7,10,5,3,UA,DEN,5,29,0
IAH,7,17,7,3,EV,DTW,7,30,0
MCO,7,1,14,1,AA,DFW,11,29,0
PDX,7,3,19,3,AS,SFO,9,30,0
RIC,7,22,6,1,9E,DTW,0,29,0
SFO,7,4,12,4,WN,PHX,13,29,0
FLL,7,31,10,3,WN,PVD,14,30,0
RSW,7,18,11,4,DL,ATL,8,30,0
LAS,7,13,10,6,DL,JFK,0,29,0
JFK,7,2,18,2,B6,SJC,16,30,0
MDW,7,15,17,1,WN,MSY,9,30,0
SJU,7,2,19,2,AA,MIA,10,30,0
JFK,7,14,9,7,DL,BOS,11,30,0
ORD,7,11,15,4,AA,LAX,11,30,0
CLT,7,22,14,1,US,BDL,8,29,0
MIA,7,10,13,3,AA,LAX,9,30,0
PHX,7,24,10,3,WN,LAS,6,29,0
SLC,7,21,16,7,F9,DEN,8,29,0
ORD,7,25,6,4,UA,BWI,5,30,0
ANC,7,27,20,6,DL,ATL,9,30,0
SAN,7,21,10,7,WN,OAK,7,29,0
BUR,7,27,19,6,WN,LAS,9,29,0
ATL,7,24,13,3,DL,FLL,7,29,0
ATL,7,12,8,5,DL,BUF,5,29,0
ORD,7,9,12,2,UA,DCA,8,29,0
SEA,7,21,7,7,AS,SLC,5,29,0
SLC,7,10,17,3,DL,CVG,9,29,0
SAN,7,8,21,1,WN,OAK,5,29,0
MIA,7,11,18,4,UA,IAH,0,29,0
BOS,7,3,12,3,WN,BNA,10,30,0
DTW,7,7,8,7,OO,IAH,10,29,0
LAS,7,22,14,1,UA,SFO,7,29,0
CLE,7,6,7,6,WN,LAS,8,30,0
FLL,7,15,12,1,FL,BUF,9,30,0
PHL,7,19,15,5,WN,BNA,15,29,0
FLL,7,27,15,6,WN,DEN,6,29,0
JFK,7,16,13,2,AA,LAX,14,30,0
ORD,7,27,6,6,UA,DEN,7,29,0
EWR,7,14,11,7,EV,PIT,11,30,0
MCO,7,18,7,4,DL,JFK,6,30,0
ATL,7,13,13,6,DL,JFK,13,30,0
SLC,7,8,8,1,DL,LAX,8,29,0
SAN,7,14,13,7,WN,SMF,8,29,0
IAH,7,27,18,6,YV,PHX,9,29,0
BOS,7,21,6,7,B6,PIT,6,29,0
MSP,7,12,14,5,OO,ORD,20,29,0
RNO,7,20,11,6,WN,SAN,0,29,0
LAX,7,17,7,3,VX,SEA,3,30,0
ATL,7,20,15,6,WN,PHX,15,29,0
DCA,7,21,13,7,US,BOS,6,29,0
AUS,7,12,8,5,DL,ATL,10,29,0
MDW,7,27,18,6,WN,SLC,11,29,0
PHX,7,22,8,1,WN,PDX,6,29,0
SAN,7,2,6,2,DL,JFK,3,29,0
PHX,7,8,12,1,WN,BUR,7,29,0
MDW,7,13,19,6,WN,EWR,9,30,0
LAX,7,9,8,2,VX,IAD,5,29,0
MEM,7,18,14,4,EV,LGA,7,30,0
ORD,7,22,10,1,AA,LGA,7,29,0
DCA,7,23,6,2,EV,DTW,9,29,0
IAH,7,3,10,3,UA,SJU,5,30,0
LGA,7,25,21,4,US,DCA,14,30,0
ATL,7,11,13,4,DL,MCI,3,29,0
BDL,7,2,16,2,WN,MCO,15,30,0
SAN,7,7,8,7,DL,MSP,5,29,0
BUR,7,10,8,3,WN,PHX,0,29,0
DCA,7,1,17,1,MQ,JFK,10,29,0
ATL,7,31,17,3,DL,STL,6,30,0
MSP,7,24,7,3,DL,MKE,0,30,0
MSP,7,17,10,3,DL,LGA,9,30,0
PIT,7,26,19,5,MQ,ORD,3,30,0
STL,7,31,5,3,EV,EWR,3,29,0
RIC,7,11,6,4,EV,MSP,9,29,0
ABQ,7,31,14,3,WN,LAX,7,29,0
PBI,7,16,19,2,DL,ATL,6,30,0
LGA,7,21,16,7,US,BOS,9,29,0
MIA,7,2,6,2,US,CLT,10,29,0
PBI,7,26,7,5,B6,BOS,7,30,0
FLL,7,20,14,6,WN,BWI,17,30,0
IAD,7,7,17,7,UA,SEA,23,29,0
LAS,7,7,6,7,UA,IAD,8,29,0
PHL,7,28,17,7,9E,CVG,10,29,1
CLT,7,11,11,4,US,LGA,0,29,0
ORD,7,10,13,3,YV,JAX,10,29,0
ATL,7,13,15,6,EV,CVG,11,29,0
MCO,7,2,12,2,DL,ATL,0,29,0
DTW,7,3,7,3,WN,MDW,0,30,0
PHL,7,8,18,1,AA,DFW,9,30,0
DTW,7,22,7,1,9E,CVG,5,29,0
SNA,7,10,10,3,AA,DFW,11,29,0
BDL,7,10,6,3,US,CLT,6,29,0
ATL,7,31,10,3,DL,CLE,7,30,0
SFO,7,11,22,4,UA,BOS,9,29,0
DAL,7,19,6,5,WN,SAT,5,30,0
SEA,7,27,20,6,AS,SFO,3,30,0
CLT,7,3,17,3,DL,ATL,8,30,0
PDX,7,12,20,5,WN,PHX,9,30,0
ATL,7,20,7,6,DL,ORF,5,30,0
CLT,7,15,17,1,US,ATL,8,30,0
ATL,7,11,19,4,DL,DEN,7,29,0
ATL,7,9,10,2,FL,SFO,3,30,0
FLL,7,2,15,2,DL,ATL,14,30,0
BUR,7,19,19,5,WN,LAS,9,29,0
SAN,7,27,8,6,AS,SEA,6,29,0
SNA,7,18,7,4,UA,DEN,0,29,0
PDX,7,11,14,4,WN,MDW,10,30,0
JFK,7,12,18,5,B6,SFO,10,30,0
MCO,7,25,13,4,UA,IAH,8,29,0
PHX,7,22,17,1,YV,BUR,8,29,0
ATL,7,17,16,3,DL,ORD,16,29,0
JFK,7,26,9,5,DL,SEA,14,30,0
MKE,7,11,17,4,EV,IAH,8,30,0
HNL,7,10,12,3,HA,OGG,18,30,0
CLT,7,2,16,2,EV,IAH,15,30,0
DTW,7,13,12,6,AA,DFW,7,30,0
SEA,7,18,6,4,F9,DEN,0,29,0
RDU,7,6,16,6,WN,MDW,9,30,0
ORD,7,8,19,1,UA,FLL,7,29,0
LAS,7,11,9,4,WN,BWI,14,29,0
LAS,7,5,7,5,AS,PDX,8,29,0
MCO,7,14,18,7,DL,DTW,13,29,0
HNL,7,22,21,1,AS,ANC,9,29,0
ATL,7,24,15,3,DL,DCA,13,29,0
LGA,7,26,19,5,US,DCA,8,29,0
MIA,7,19,19,5,AA,LGA,9,30,0
SAN,7,10,19,3,WN,PHX,6,29,0
ORD,7,21,21,7,MQ,BUF,9,29,0
LAX,7,2,7,2,MQ,SJC,0,29,0
LAS,7,17,13,3,WN,DEN,5,29,0
HOU,7,27,8,6,WN,MSY,3,29,0
PHX,7,31,23,3,US,BOS,13,29,0
ATL,7,3,17,3,FL,FLL,5,29,0
LAX,7,6,6,6,DL,JFK,5,29,0
TPA,7,13,6,6,AA,DFW,3,29,0
MCO,7,7,17,7,US,PHL,16,30,0
CLT,7,12,22,5,US,ORD,10,30,0
CLT,7,20,11,6,US,TPA,8,30,0
DAL,7,26,7,5,WN,AUS,9,29,0
ATL,7,13,12,6,DL,ORF,11,30,0
LGA,7,12,14,5,AA,DFW,15,30,0
PIT,7,28,17,7,US,CLT,9,29,0
LAX,7,9,23,2,UA,CLE,3,29,0
DCA,7,3,6,3,DL,MSP,15,30,0
ATL,7,13,14,6,DL,SDF,14,29,0
LAX,7,18,18,4,WN,SJC,13,29,0
LAX,7,30,19,2,MQ,ABQ,13,30,0
JFK,7,10,22,3,B6,LAX,8,29,0
JFK,7,24,16,3,9E,DTW,15,29,0
BNA,7,31,19,3,WN,MDW,5,29,0
PIT,7,3,7,3,US,PHL,5,30,0
PDX,7,29,6,1,UA,EWR,0,30,0
ATL,7,10,13,3,DL,BNA,7,29,0
DTW,7,18,8,4,AA,DFW,5,30,0
ATL,7,5,16,5,DL,CLT,11,29,0
BUR,7,7,11,7,AS,SEA,8,29,0
EWR,7,22,12,1,UA,SNA,7,29,0
ATL,7,13,14,6,DL,JAX,13,30,0
ORD,7,3,22,3,UA,IAH,3,30,0
ATL,7,3,21,3,DL,BWI,11,29,0
BWI,7,19,5,5,MQ,ORD,3,29,0
BWI,7,12,9,5,DL,ATL,7,29,0
SEA,7,29,9,1,DL,JFK,0,30,0
BNA,7,1,13,1,MQ,DCA,9,29,0
PHL,7,4,15,4,US,LAS,17,30,0
PHX,7,16,14,2,WN,ONT,3,29,0
LAS,7,13,21,6,AS,PDX,10,29,0
ORD,7,20,11,6,MQ,BWI,3,29,0
ORD,7,29,17,1,OO,SAT,8,30,0
CLT,7,8,13,1,US,MCI,6,30,0
MDW,7,16,12,2,WN,BNA,7,30,0
MCO,7,19,8,5,B6,JFK,3,30,0
IND,7,24,8,3,FL,TPA,16,29,0
DCA,7,3,10,3,B6,BOS,7,29,0
CLE,7,29,14,1,EV,MKE,10,30,0
ORD,7,4,7,4,UA,DEN,0,30,0
EWR,7,27,8,6,EV,MSY,6,30,0
LAX,7,18,6,4,WN,SFO,3,29,0
HOU,7,21,14,7,WN,SEA,14,29,0
PIT,7,16,5,2,UA,SFO,3,30,0
BWI,7,21,19,7,US,CLT,0,29,0
EWR,7,16,6,2,EV,BUF,10,30,0
ATL,7,5,11,5,MQ,LGA,8,29,0
LAX,7,12,10,5,US,PHX,6,29,0
JFK,7,3,9,3,VX,LAS,7,30,0
ATL,7,18,13,4,DL,SFO,6,30,0
BNA,7,24,10,3,WN,BWI,0,29,0
ATL,7,31,12,3,DL,MIA,5,29,0
ORD,7,3,6,3,OO,MKE,6,29,0
EWR,7,2,8,2,EV,CMH,8,30,0
ATL,7,15,8,1,DL,BWI,13,30,0
IAH,7,3,12,3,UA,EWR,6,29,0
SEA,7,26,23,5,AA,DFW,9,30,0
ATL,7,3,11,3,DL,BNA,8,29,0
LGB,7,15,9,1,B6,JFK,6,29,0
CLE,7,17,15,3,EV,BWI,9,30,0
JFK,7,7,15,7,DL,AUS,14,29,0
MEM,7,27,17,6,DL,ATL,8,29,0
MIA,7,18,8,4,US,CLT,8,30,0
CLT,7,2,22,2,YV,SDF,10,29,0
PBI,7,21,19,7,US,PHL,7,30,0
ORD,7,31,15,3,UA,MCI,6,29,0
SFO,7,24,6,3,US,PHX,9,29,0
PHX,7,18,13,4,US,CLT,5,29,0
SLC,7,16,8,2,OO,SNA,8,29,0
DTW,7,29,12,1,MQ,ORD,8,30,0
MSP,7,29,11,1,DL,SFO,7,30,0
LGA,7,23,12,2,UA,ORD,9,29,0
SNA,7,7,19,7,WN,SJC,6,29,0
PVD,7,16,14,2,9E,DTW,9,30,0
CLT,7,12,16,5,US,MCI,11,29,0
PIT,7,17,12,3,WN,MDW,0,29,0
AUS,7,27,15,6,F9,DEN,11,29,0
LGA,7,26,20,5,EV,RIC,7,30,0
TPA,7,3,8,3,DL,MSP,6,30,0
PHL,7,23,18,2,UA,SFO,9,29,0
IAH,7,6,14,6,EV,DFW,5,29,0
CMH,7,10,10,3,MQ,ORD,11,29,0
SJC,7,28,20,7,AS,SEA,6,29,0
SJC,7,26,8,5,AS,PDX,0,30,0
IAD,7,21,8,7,EV,JAX,6,29,0
LGA,7,14,18,7,US,DCA,8,30,0
MCO,7,21,19,7,US,PHL,3,30,0
PHX,7,8,12,1,US,EWR,7,29,0
JFK,7,22,18,1,B6,BUR,10,29,0
MCO,7,26,19,5,US,PHL,0,29,0
SFO,7,14,8,7,AA,ORD,6,29,0
LAX,7,16,11,2,AA,ORD,9,29,0
IAD,7,5,21,5,EV,RIC,5,30,0
PDX,7,23,7,2,AA,DFW,0,30,0
PBI,7,9,13,2,US,PHL,8,30,0
DCA,7,2,17,2,B6,BOS,10,29,0
MIA,7,25,19,4,AA,JFK,7,30,0
JFK,7,3,19,3,DL,LAS,13,30,0
SEA,7,2,19,2,AS,SNA,6,30,0
IAH,7,21,15,7,UA,TPA,11,29,0
DCA,7,14,6,7,B6,BOS,0,29,0
SJU,7,22,8,1,WN,BWI,11,30,0
BOS,7,20,14,6,DL,JFK,18,29,0
IAH,7,12,14,5,UA,SEA,6,29,0
ORD,7,8,10,1,B6,JFK,6,29,0
CLE,7,18,8,4,MQ,ORD,3,30,0
AUS,7,14,10,7,WN,DAL,8,29,0
MEM,7,2,10,2,AA,DFW,9,29,0
IAH,7,19,10,5,UA,SJU,6,30,0
IND,7,2,13,2,EV,EWR,7,29,0
MCO,7,24,14,3,DL,LGA,7,29,0
SAT,7,17,9,3,AA,DFW,8,29,0
PHL,7,3,8,3,US,PHX,7,30,0
OKC,7,2,11,2,OO,DEN,11,30,0
DCA,7,23,11,2,B6,TPA,9,29,0
JFK,7,18,13,4,AA,LAX,11,30,0
PHX,7,6,19,6,WN,OAK,8,29,0
ATL,7,2,19,2,F9,DEN,8,30,0
BOS,7,22,18,1,UA,DEN,14,29,0
MCO,7,8,17,1,FL,HOU,11,30,0
RIC,7,5,7,5,US,CLT,10,30,0
IAH,7,15,9,1,UA,SEA,10,30,0
STL,7,7,19,7,F9,DEN,7,29,0
DTW,7,7,15,7,DL,LAX,10,30,0
SJU,7,13,11,6,B6,JFK,13,30,0
SEA,7,8,15,1,DL,JFK,8,30,0
CLT,7,3,17,3,US,MIA,8,30,0
IAH,7,25,13,4,UA,PIT,0,30,0
ORD,7,10,22,3,MQ,OKC,0,29,0
ABQ,7,26,16,5,WN,MDW,7,29,0
ATL,7,7,14,7,DL,MEM,0,30,0
ORD,7,24,17,3,MQ,EWR,8,30,0
DCA,7,18,17,4,US,TPA,7,29,0
FLL,7,8,17,1,B6,SJU,11,30,0
IAD,7,19,8,5,EV,CLE,0,30,0
LGA,7,7,16,7,US,BOS,14,29,0
ATL,7,30,8,2,DL,PHX,6,30,0
BNA,7,2,11,2,DL,DTW,8,29,0
PHX,7,3,23,3,DL,DTW,9,29,0
AUS,7,28,11,7,WN,DAL,8,29,0
PHX,7,19,18,5,WN,OKC,3,29,0
HOU,7,30,16,2,WN,MSY,16,30,0
OGG,7,25,12,4,HA,OAK,24,29,0
AUS,7,21,11,7,WN,DAL,3,29,0
CLT,7,16,9,2,US,SFO,6,30,0
SMF,7,27,18,6,OO,LAX,14,29,0
OAK,7,3,6,3,WN,MCI,5,29,0
PHL,7,18,15,4,DL,ATL,11,30,0
LAX,7,1,6,1,UA,DEN,0,29,0
CLT,7,22,11,1,US,ORD,6,29,0
ATL,7,7,19,7,DL,CVG,5,30,0
IAH,7,25,8,4,EV,CLT,7,30,0
ATL,7,26,15,5,DL,SAT,6,30,0
MDW,7,3,7,3,WN,BOS,3,30,0
PDX,7,29,5,1,US,PHX,3,29,0
BWI,7,5,14,5,EV,CLE,10,30,0
ATL,7,20,16,6,DL,BOS,7,29,0
PIT,7,22,12,1,WN,TPA,0,29,0
LAX,7,24,20,3,OO,SAT,8,29,0
LGB,7,20,11,6,B6,OAK,7,29,0
SAT,7,28,16,7,WN,DAL,9,29,0
DTW,7,6,20,6,US,PHX,0,30,0
PHX,7,17,20,3,WN,SFO,6,29,0
LAX,7,12,10,5,AA,MIA,6,29,0
LAX,7,23,8,2,OO,SMF,8,29,0
PHL,7,15,14,1,FL,RSW,6,30,0
SFO,7,27,16,6,OO,TUS,18,29,0
HOU,7,30,18,2,WN,MDW,13,30,0
BDL,7,24,18,3,B6,MCO,11,29,0
ORF,7,6,18,6,EV,IAD,11,30,0
PHL,7,25,20,4,US,PVD,9,30,0
MDW,7,18,16,4,WN,SJC,15,29,0
SLC,7,12,8,5,DL,SAN,8,29,0
BOS,7,9,7,2,B6,MCO,5,30,0
SDF,7,24,9,3,9E,DTW,8,29,0
PHX,7,1,13,1,DL,MSP,11,29,0
EWR,7,10,20,3,B6,BOS,10,29,0
TPA,7,10,19,3,WN,PHX,13,29,0
BWI,7,14,16,7,DL,DTW,7,30,0
MEM,7,31,19,3,EV,PHL,0,29,0
DCA,7,16,6,2,EV,DTW,9,30,0
ATL,7,3,11,3,YV,ORD,13,30,0
LGA,7,17,10,3,DL,ATL,3,30,0
BOS,7,24,17,3,AS,PDX,10,29,0
SNA,7,8,15,1,WN,PHX,6,29,0
EWR,7,31,20,3,UA,IAH,11,30,0
ATL,7,12,8,5,FL,DTW,6,29,0
JFK,7,5,7,5,9E,DTW,9,30,0
SFO,7,20,6,6,UA,SEA,7,29,0
IAH,7,22,8,1,OO,ATL,10,30,0
SFO,7,6,19,6,UA,HNL,3,29,0
ANC,7,5,20,5,DL,ATL,18,30,0
LAX,7,21,18,7,OO,PHX,5,29,0
SJU,7,28,16,7,B6,MCO,6,29,0
ORD,7,18,18,4,OO,MKE,11,29,0
IND,7,13,7,6,WN,HOU,7,30,0
SLC,7,17,16,3,WN,MDW,10,29,0
MIA,7,9,15,2,AA,ORD,8,30,0
MEM,7,25,13,4,MQ,MIA,7,30,0
PVD,7,9,7,2,WN,FLL,6,30,0
BOS,7,26,18,5,DL,DTW,7,29,0
HNL,7,24,20,3,UA,SFO,11,29,0
LAX,7,21,9,7,VX,DFW,5,29,0
OAK,7,26,10,5,WN,SEA,3,29,0
ATL,7,5,16,5,DL,MEM,10,30,0
AUS,7,25,18,4,DL,ATL,9,29,0
SEA,7,3,9,3,AS,MCO,0,30,0
